CO_ALUNO_IDENTIFICADO,CO_ALUNO,NO_ALUNO,NO_MAE_ALUNO,SG_SEXO,DT_DATA_NASCIMENTO,NU_CPF,DS_EMAIL,CO_PESSOA_FISICA_ALUNO,DS_SENHA,CO_MATRICULA,CO_CICLO_MATRICULA,CO_CURSO,NU_CARGA_HORARIA,DT_DATA_INICIO,DT_DATA_FIM_PREVISTO,CO_PERIODO_CADASTRO,NO_CICLO_MATRICULA,CO_TIPO_OFERTA_CURSO,CO_TIPO_INSTITUICAO,CO_PORTFOLIO,NU_VAGAS_OFERTADAS,NU_TOTAL_INSCRITOS,NO_STATUS_MATRICULA,CO_UNIDADE_ENSINO,MES_DE_OCORRENCIA
508466606,726940636,Maria Eduarda Costela,Ana Beatriz Rezende,F,1994-07-27,289.351.607-68,alexandrepereira@uol.com.br,116356630,WtEp#4QdCf,65550637,29963,55296,1000,2025-01-12,2021-01-04,1,rerum,3,2,2346,59,83,CONCLUÍDO,722450,10
969762665,958486474,Enrico Barbosa,Giovanna Carvalho,M,1999-12-25,459.128.067-58,prezende@hotmail.com,419270369,@$4elPBd30,72660561,83473,54487,800,2022-08-18,2022-10-24,6,adipisci,4,1,3844,50,39,CONCLUÍDO,459142,1
441772026,782834646,Maria Clara Freitas,Raquel da Luz,M,1996-06-06,864.901.357-01,ssantos@cardoso.org,919401409,&%3RGY!v6@,16388132,44135,22598,800,2021-12-03,2025-02-21,2,dignissimos,2,3,8292,78,24,CONCLUÍDO,572738,6
497670182,398609757,Luiz Henrique Aragão,Maria Luiza Pires,F,2000-05-08,168.705.943-84,da-cunhamurilo@lima.com,329672969,b8PVbE#n!j,45026780,34343,62960,1200,2020-11-14,2024-07-26,8,laborum,2,3,6063,79,35,DESLIGADO,290797,12
225507957,822677093,Samuel Ribeiro,Isabel Cardoso,M,1999-07-18,469.051.283-33,egomes@ferreira.br,769614493,)Dr63Uy3%x,29166966,21931,11879,800,2020-03-01,2022-09-14,3,rerum,3,3,8560,80,43,TRANCADO,987497,2
464010003,597324558,Gustavo Peixoto,Sra. Maria Fernanda Pinto,M,1995-03-07,027.596.314-43,qferreira@bol.com.br,655673843,I&8T_lJemJ,67191230,41269,25044,1000,2021-09-28,2021-12-18,7,exercitationem,3,1,9494,78,80,TRANCADO,504961,11
511433799,234157164,Maitê Correia,Larissa Novaes,F,2000-08-14,071.469.853-93,marcela95@santos.br,400497242,+NE$Vp1rr1,75350622,82616,48140,1000,2020-10-14,2020-08-23,3,exercitationem,3,1,1154,57,27,TRANCADO,349649,4
757426082,999420395,Diego Farias,Lívia Sales,M,2002-12-01,462.381.759-82,guilherme50@ig.com.br,616506133,+r^8gjOm14,91636697,53453,18604,1600,2020-08-05,2021-09-07,5,dolorem,2,1,9854,60,91,TRANCADO,240676,7
316119532,152214332,Emanuella Ribeiro,Ana Vitória Costela,F,2005-08-12,673.518.490-48,antonio44@ferreira.com,364572512,aI5dNsLq_b,74372398,33261,10719,1600,2023-03-29,2021-09-09,6,officia,5,2,3522,63,77,TRANCADO,412081,6
484475238,836902476,Dra. Melissa Fernandes,Srta. Manuela Novaes,F,2004-11-08,542.168.309-51,jesusvitor-hugo@hotmail.com,815035033,(7wA3a8w!D,86334329,41013,94774,1200,2023-01-14,2023-09-03,7,expedita,3,1,4162,80,56,TRANCADO,602571,8
809299749,389959939,Bruna Moraes,Maria Luiza da Rosa,F,1996-10-15,623.597.048-00,amoraes@gmail.com,213907920,_A2yW*2jcD,98181441,37975,14354,1200,2021-06-23,2024-07-30,5,quo,3,3,7180,63,41,TRANCADO,231600,5
744818349,186619358,Rodrigo Moraes,Letícia das Neves,F,2005-12-10,516.342.089-51,emanuelcarvalho@barbosa.net,952836996,&8ejK$FpHI,20964058,48822,34006,1600,2020-12-03,2022-05-03,8,quae,2,3,3983,74,59,TRANCADO,289889,1
493475798,933064266,Dra. Gabrielly Ribeiro,Caroline Nascimento,F,2000-02-28,497.562.301-34,melopietro@ribeiro.com,632212679,@gB6^ItKmr,28590392,87637,65097,800,2023-09-08,2020-09-27,3,vero,4,2,5976,69,43,DESLIGADO,703961,6
738830685,179451005,Sra. Clara Teixeira,Maria Eduarda Pinto,F,2005-06-04,058.726.914-67,monteirokamilly@cardoso.com,385957434,Uok)QDkc@4,37615795,31391,14447,800,2020-10-16,2023-12-08,5,ipsam,2,2,1271,44,23,TRANCADO,906264,8
435482021,635470246,Laís Farias,Srta. Luiza Jesus,M,2004-09-27,657.819.240-94,joaoferreira@cunha.net,486848015,%_Ii2QTtMp,50988753,75760,34584,1200,2024-02-23,2024-06-16,7,dolores,5,3,3268,38,88,DESLIGADO,508283,2
527643726,459024886,João Miguel Teixeira,Ana Júlia Costa,M,2004-11-21,856.309.714-84,otavio27@melo.br,929250408,(uYfigBR9G,29467950,57173,38954,800,2024-01-09,2023-10-15,10,quisquam,2,3,1354,69,72,TRANCADO,522074,7
393280094,765419016,Clarice Nascimento,Stella Cavalcanti,F,2005-04-29,974.628.513-00,leandromonteiro@moura.com,240318766,qA2nHbwu#G,99928969,28725,60174,800,2020-06-30,2024-12-29,2,perferendis,5,2,5169,58,80,CONCLUÍDO,124332,11
971081237,887103154,Otávio da Conceição,Laura Silva,F,1998-09-19,431.572.098-41,yviana@costa.org,818025986,$C4IXOBxT9,88579099,44073,20367,800,2024-02-23,2025-01-26,6,incidunt,4,3,8071,62,35,DESLIGADO,237848,9
222913359,273876200,Emilly Fogaça,Isabella Novaes,F,2003-05-03,673.901.458-20,rafaeladas-neves@bol.com.br,176549124,$4M)bs2UpU,87996748,85071,23707,1200,2020-08-02,2022-03-16,6,quos,1,2,8532,53,86,DESLIGADO,181533,3
580389992,514622629,Esther Silveira,Nicole Rodrigues,M,2003-03-19,681.593.072-68,yuri16@uol.com.br,200385190,#1g8mtMbky,16070873,97469,66181,800,2021-12-12,2020-02-11,9,quia,4,3,9786,75,36,TRANCADO,562838,4
603533932,769913222,João Guilherme Souza,Helena Lopes,F,1998-04-10,029.345.618-60,juliananunes@da.org,390854062,eideMBu#)2,73619826,84675,61792,1600,2025-03-13,2022-04-15,7,itaque,4,2,7849,55,75,TRANCADO,476421,8
985317117,957603738,Luiz Miguel da Rosa,Lívia Rocha,M,2001-09-28,028.364.195-98,joaquim28@pereira.com,117244796,_2P!YRoA*O,86711204,10738,62473,1000,2020-07-11,2025-06-01,3,in,5,3,1347,39,26,TRANCADO,542157,11
774668791,241252243,Rafaela Caldeira,Sra. Cecília da Costa,F,1996-07-26,763.204.581-35,nicole11@peixoto.net,188493098,A02B%CeB%D,29120016,16934,50063,800,2020-01-06,2024-09-27,3,temporibus,5,1,5506,57,45,DESLIGADO,753796,2
753975967,642883441,Cauê das Neves,Heloísa Ribeiro,M,2005-04-18,431.765.920-43,ccavalcanti@da.br,567732789,!vAWS_(v4z,19706534,22915,53286,1200,2024-10-25,2024-05-11,9,earum,4,3,6090,64,57,TRANCADO,817570,6
510186400,621136502,Caroline Sales,Luana Barros,F,2003-10-03,752.039.864-10,mda-paz@campos.org,627160590,rLCPc3Uw&5,33161406,60907,53755,1000,2020-11-05,2023-05-22,1,ducimus,3,2,5307,71,93,DESLIGADO,612188,9
833722883,523703682,Vitor Gabriel Vieira,Srta. Clara Caldeira,F,2004-12-06,894.726.315-09,cardosolavinia@porto.br,179900516,0!0RPw!k9u,65878715,11382,90811,800,2024-01-20,2025-06-03,6,voluptatem,2,2,1528,50,20,CONCLUÍDO,213528,7
916201371,745782452,Rodrigo Silva,Letícia Duarte,F,1997-12-19,230.891.564-15,rochalevi@gmail.com,986372039,_5tP(Rn6_V,68073729,41724,12066,1200,2023-11-02,2025-02-05,3,eveniet,1,2,2533,61,26,DESLIGADO,688940,3
180546762,437298873,Bruna Correia,Eloah Pinto,F,2003-01-22,583.402.916-70,brocha@teixeira.net,678780685,@529ES@nu),40886565,10942,13702,1200,2020-01-23,2020-12-27,7,enim,4,1,6059,54,27,CONCLUÍDO,420442,1
144186012,480271523,Manuela Nascimento,Ana Sophia da Mota,M,2003-06-21,501.486.392-24,mda-luz@ig.com.br,339420984,n2dg@Kf@_L,81578608,15506,17256,1000,2024-02-05,2024-07-01,10,praesentium,3,3,8111,60,70,CONCLUÍDO,160069,12
953318883,443006612,Ana Sophia da Rosa,Ana Júlia Costela,M,2002-06-19,471.530.896-75,nda-rocha@da.br,890946481,F2CGip^I(&,17967939,12336,19446,1200,2021-05-08,2023-01-24,10,beatae,5,2,4631,76,42,CONCLUÍDO,715009,7
879770410,987796017,Srta. Sophie Aragão,Yasmin Alves,M,2004-04-28,713.504.926-80,joanamendes@bol.com.br,576350370,b_!4dAbmHo,68302222,44297,80091,800,2024-03-23,2021-03-19,5,ab,4,2,7289,32,63,CONCLUÍDO,257240,7
923588462,865684688,Lucas Gabriel Pires,Sra. Julia Fernandes,F,2001-11-29,789.526.401-01,luccamoura@sales.com,971536616,X9PDPbaP(o,53425355,46768,39449,1000,2024-02-25,2025-03-11,2,ducimus,2,2,9718,73,52,TRANCADO,653161,9
909910085,360178072,Thiago Teixeira,Lavínia Moreira,F,2001-08-21,584.761.320-26,ana-beatrizporto@da.com,652670449,yWPpcuWP@9,96098775,30579,79408,1000,2023-06-10,2021-01-29,4,commodi,3,3,9830,60,27,DESLIGADO,622670,10
390991072,748068187,Vicente Melo,Maria Alice Costa,M,2002-01-04,420.156.987-01,cardosofernando@uol.com.br,239389590,_ap+R*23t8,22872584,12815,25172,1600,2025-02-02,2025-05-24,3,repellendus,1,3,2776,47,89,TRANCADO,859565,10
163163167,216000991,Ana Luiza Novaes,Amanda Pereira,M,1995-01-11,167.359.842-00,davi-lucas47@almeida.com,231857198,Dt)F9Mb&^n,11131488,42476,28551,1000,2025-02-28,2023-09-06,2,sequi,5,2,1212,73,48,DESLIGADO,985886,2
357896150,356521268,Noah Farias,Sra. Amanda Monteiro,F,2004-05-10,830.721.564-17,luiz-otavio08@ig.com.br,599605396,)QY^4C8nLA,51302936,63049,69254,1000,2021-12-20,2023-04-18,2,in,4,2,1576,48,91,CONCLUÍDO,771452,5
696909940,996511166,Bárbara Castro,Alexia da Mata,M,1994-07-08,386.215.079-86,sophia38@duarte.net,123458706,*JM4JVJsx*,81682289,99145,38076,1200,2023-01-15,2022-12-19,6,ipsa,5,2,1075,62,100,DESLIGADO,213156,12
592658891,661642158,Dr. João da Rocha,Carolina Rodrigues,M,2004-08-28,159.027.386-95,sda-cruz@bol.com.br,194973868,GC1U1lHs2@,71515928,11700,69941,1600,2025-04-12,2020-11-07,2,minus,2,1,5678,53,97,CONCLUÍDO,793393,9
214395619,287124304,Milena Cunha,Ana Laura Jesus,F,1995-05-04,951.708.623-77,onogueira@costela.org,511927846,h%216Kqs#2,35070521,44465,86360,1000,2020-04-20,2022-01-22,9,molestiae,1,1,9401,42,49,TRANCADO,412524,1
555319410,686794524,Guilherme da Mota,Camila Costela,F,1997-05-17,351.964.287-55,mariana16@pinto.org,433855378,e@9_3YjXaU,41603793,61499,87458,800,2022-10-11,2021-10-08,10,similique,1,2,6444,57,57,TRANCADO,744773,5
187551003,860926455,João Miguel Alves,Stephany Carvalho,F,1999-06-12,264.039.781-87,vitoria98@goncalves.com,563120053,)!q4Vq2tA(,97298587,42515,81857,800,2022-11-10,2021-03-08,3,laboriosam,1,2,4620,32,26,DESLIGADO,521472,1
194813088,180342664,Breno Costa,Ana Carolina Teixeira,F,1998-01-28,681.735.042-53,enrico23@sales.com,612907403,EizzKpkv&3,64552255,49013,49716,1200,2023-12-08,2024-04-28,4,reprehenderit,1,1,7574,38,67,CONCLUÍDO,740408,5
910375404,318366876,Marcela Duarte,Luiza da Mota,M,1997-12-08,205.379.861-03,bernardo63@da.com,282442029,H)9Mj!3X)D,86547528,64217,52955,1000,2023-12-16,2025-04-16,9,natus,2,2,9200,78,77,TRANCADO,890227,7
857342894,680156396,Caroline Barbosa,Maria Ribeiro,M,1999-01-20,718.230.964-50,tcardoso@hotmail.com,243501581,&OK&uWQfz5,19736329,46197,17439,1600,2024-06-10,2023-02-17,9,laborum,5,1,1559,73,31,CONCLUÍDO,633534,3
409491790,902525385,Vitor Hugo Monteiro,Luiza Moreira,M,2002-05-27,643.057.892-56,teixeirabryan@hotmail.com,552248569,HE!VHntj$2,35798353,21134,86750,800,2022-06-19,2024-02-20,7,excepturi,3,1,7488,76,22,TRANCADO,829913,2
994836556,902401853,Luiz Felipe Fernandes,Dra. Sofia da Conceição,F,2001-02-14,054.172.968-30,agatha43@alves.net,653371227,)#2DFcxdR%,71265033,63323,24398,800,2024-05-13,2021-01-05,4,debitis,2,1,2535,44,21,CONCLUÍDO,591728,9
335604544,444643481,Giovanna Carvalho,Maria Alice Carvalho,F,2001-08-10,826.439.017-03,brenda97@bol.com.br,522698478,)R4POGom)a,16534829,81656,56680,1600,2024-04-11,2021-10-17,4,pariatur,4,3,8410,56,21,TRANCADO,360873,12
797018005,971648918,Nicolas Teixeira,Sra. Ana Lívia Campos,F,2004-07-15,972.804.513-14,nataliada-mata@lopes.br,987811449,)N^Gg^7##5,22346934,24203,49371,1200,2024-03-05,2022-12-14,3,ea,4,2,3774,52,29,DESLIGADO,811508,2
879073168,370829047,Benício da Mota,Isis Moreira,F,2000-05-01,930.867.215-02,giovannamartins@da.br,551235059,euh$k9QaG#,76959928,80668,90983,1600,2021-05-26,2024-01-17,8,repellendus,4,1,7279,43,44,CONCLUÍDO,380524,2
628243329,785846909,Enzo Duarte,Mariane Sales,M,2001-11-16,685.324.701-90,joao-pedroteixeira@monteiro.net,614062874,_aI5NN+eB^,65266437,27032,95054,1600,2020-09-14,2021-06-01,3,error,4,2,8231,64,87,DESLIGADO,129669,12
696060303,480488257,Raul Rocha,Maria Sophia Jesus,M,1997-08-29,360.174.928-96,araujobrenda@bol.com.br,920295004,S8EgUw%T)n,45000467,20542,49778,800,2025-02-05,2024-07-12,6,nesciunt,5,3,7299,52,88,DESLIGADO,309762,6
111092320,745955202,Vicente Monteiro,Srta. Laura Dias,M,1995-11-05,815.347.029-97,diegoda-rocha@uol.com.br,140254025,P!98*eGn3i,23092199,13666,12989,1000,2022-11-17,2022-03-12,3,voluptas,5,2,6648,59,90,DESLIGADO,459971,12
390395389,167454362,Dra. Stella Almeida,Maria Cecília Duarte,M,1996-11-12,396.840.721-04,eduardoda-rosa@castro.br,532568490,3U2JJRhl@M,64082874,29864,51208,1000,2022-09-02,2023-12-17,6,iure,5,1,4061,64,50,CONCLUÍDO,777003,7
865122256,323264565,Murilo Jesus,Sra. Beatriz Aragão,F,1999-02-26,749.261.358-09,castrokevin@uol.com.br,253913794,^!_K5rBeOU,16488985,55926,65171,800,2020-01-03,2024-10-30,5,cumque,4,3,1686,42,26,DESLIGADO,513308,12
527237266,347690203,Nathan Carvalho,Maria Julia Campos,F,1996-01-15,042.813.796-22,teixeiramariana@cunha.br,916140923,_6d#Z%w(MD,70070887,89464,25242,1000,2022-06-07,2021-08-16,10,dolore,5,3,3122,57,92,CONCLUÍDO,167339,2
750006032,346649288,Bárbara Barros,Vitória Duarte,M,2003-07-08,107.284.953-41,pietracastro@uol.com.br,657662585,1VTffMdk)2,81528150,80911,85309,1600,2022-08-15,2024-03-30,5,vel,5,3,6637,75,32,DESLIGADO,546338,12
322531550,625063362,Manuela Monteiro,Eduarda Campos,M,2004-02-22,425.679.831-55,camposmarcos-vinicius@teixeira.br,225642915,wv$6&HeVvy,18494841,62665,21543,1000,2020-07-06,2023-07-10,7,consequuntur,4,2,8167,31,27,DESLIGADO,110965,4
514912277,319320610,Bárbara Farias,Dra. Manuela Barbosa,F,2001-12-12,627.150.983-59,nunesnina@peixoto.br,927747444,!yCwka*bN5,85997113,58303,46473,1000,2022-03-01,2021-10-02,7,ratione,3,2,1214,35,23,CONCLUÍDO,967455,1
640138696,970197044,Sr. Vitor da Luz,Marina Rodrigues,F,2007-01-27,438.502.796-00,fcunha@uol.com.br,310275815,&y#2X6Mn_i,14750801,73693,22141,800,2020-03-04,2020-05-10,7,maiores,3,3,9546,34,70,CONCLUÍDO,123677,11
757958401,541392441,Augusto Nunes,Rebeca Pinto,F,2005-09-19,786.213.095-21,melissamartins@almeida.br,875911546,5rV1ZHOdy(,52789448,63466,94870,1600,2023-10-08,2021-07-22,1,veritatis,5,1,8757,35,55,TRANCADO,793623,7
571175152,303647030,Raul Teixeira,Sophie Dias,M,1998-02-23,648.907.512-11,luccada-conceicao@ig.com.br,850023767,$cLRkWou3W,72111988,90021,93703,1200,2024-01-28,2023-01-10,5,necessitatibus,4,2,7087,54,98,CONCLUÍDO,932392,2
132834170,262456581,Rebeca Correia,Laís Araújo,M,2002-02-10,284.751.093-14,nicolasda-mota@da.com,715379131,)66ISLjGik,21871119,45355,53630,1600,2021-03-01,2022-08-07,6,molestias,5,1,5826,39,87,DESLIGADO,810521,6
979496892,197668979,Maria Eduarda Barbosa,Elisa Correia,M,2006-03-25,237.690.481-13,cferreira@yahoo.com.br,546247142,AHG*bwCc%7,98535254,98848,32713,800,2020-11-26,2021-11-24,8,maxime,2,2,2922,71,60,TRANCADO,907878,10
938973090,307349518,Igor da Mata,Srta. Ana Beatriz da Conceição,M,2007-06-06,721.653.894-37,caio42@lima.com,828883046,I3n_LaDZ@u,23507531,99358,66451,1000,2023-10-22,2020-05-05,1,hic,1,2,5903,54,88,DESLIGADO,342414,6
732944277,735752065,Eduardo Correia,Ana Beatriz da Mata,F,1998-04-24,372.458.961-19,lunacunha@das.net,455771877,!lgc5Nlu%Y,60990716,43040,47878,1200,2021-11-20,2022-09-26,8,cupiditate,5,3,9940,61,37,DESLIGADO,226438,1
185527125,718106512,Otávio Rezende,Dra. Ana Júlia Pires,M,1994-12-07,184.307.652-71,isilveira@nogueira.br,244640921,83duAs@c&V,22204056,60049,58765,1200,2021-06-11,2024-09-16,8,dolorem,2,1,1171,74,90,TRANCADO,697665,1
928657204,975684786,Ana Luiza Santos,Isabel da Mata,F,1996-08-09,270.913.468-31,danielaalmeida@ig.com.br,626047202,^#6JNMaq&Q,51398476,65327,55738,1600,2020-07-18,2023-08-04,10,enim,5,3,8649,52,62,DESLIGADO,158137,1
774574769,936712420,Emanuelly Costela,Ana Julia Vieira,F,2005-12-06,159.243.706-07,da-costajoao-felipe@uol.com.br,501011424,oTf8AdWs@T,86394522,86245,57737,800,2020-10-15,2020-04-23,10,rem,3,1,3820,74,65,TRANCADO,156664,9
478363158,724349902,Luiza Sales,Maria Sophia Rezende,M,1998-06-13,571.980.432-32,isouza@cavalcanti.com,261378880,63UagZAl#e,36316364,13310,80795,1600,2023-11-11,2023-03-19,8,dolor,5,3,1122,47,88,DESLIGADO,138833,8
320050489,642912054,Benjamin Barbosa,Sra. Ana Carolina Viana,M,1997-04-15,270.835.649-65,luiz-otavio74@castro.br,153819756,#4gR$6VfY@,77202546,71887,42038,1000,2020-08-28,2024-05-23,9,illo,1,1,4358,49,31,DESLIGADO,199677,2
798614310,847431332,Julia Farias,Natália Castro,F,2004-06-03,342.159.786-37,cardosomaria-eduarda@da.com,566321972,&dAHr&1x5i,57002068,66211,37356,1000,2023-01-21,2023-01-30,7,cumque,5,2,3734,80,100,CONCLUÍDO,892278,2
588663192,484748247,Nicolas Rocha,Maria Luiza Pinto,M,2006-10-06,054.319.728-04,da-motacaroline@rezende.net,466191078,%(QfzA3Y*1,94418002,39615,50158,1200,2021-06-10,2024-11-21,9,itaque,4,2,2596,48,54,TRANCADO,476583,6
511889252,349376042,Júlia Azevedo,Caroline Duarte,M,2002-10-08,430.957.682-65,antonionascimento@hotmail.com,718396913,ppj9qHcb*A,72355775,38626,41686,1200,2020-05-02,2023-09-02,7,facere,4,2,6656,37,52,CONCLUÍDO,877941,6
469342469,557283425,Srta. Isabelly Gonçalves,Esther Santos,M,2001-05-23,821.456.739-46,lunaduarte@hotmail.com,564423241,lD5UwcTu$+,48377153,73730,58622,1200,2024-10-02,2022-03-14,8,laborum,5,3,7938,70,79,TRANCADO,506114,9
653503267,198467355,Marcela Vieira,Srta. Júlia Nogueira,M,2007-06-11,048.579.162-58,vianaantonio@hotmail.com,244036738,r2qXAl9_!m,88074888,19528,35327,1200,2020-03-26,2020-09-10,9,possimus,3,2,7961,76,46,TRANCADO,986332,3
952974955,753689743,Diogo da Paz,Srta. Gabrielly Correia,F,2002-04-10,958.403.761-75,yagoda-rocha@moraes.br,676399122,$h)(KklnI1,95927795,61736,17084,800,2020-03-06,2022-07-29,9,voluptatem,1,1,5088,75,70,TRANCADO,319381,7
987292455,973745624,João Vitor Carvalho,Julia Almeida,F,2005-11-25,850.236.491-05,estherlopes@uol.com.br,772994556,^UJA7@Idw1,61618282,94858,20093,800,2021-04-16,2023-05-30,3,quam,2,3,2137,54,92,DESLIGADO,534553,5
793263317,441436975,Pedro da Luz,Sra. Luana Correia,F,2006-07-06,479.186.502-20,bruno81@yahoo.com.br,544918027,K+(8Zxva_p,89762598,75965,60461,1600,2024-11-09,2021-08-01,10,minus,1,3,8221,58,81,TRANCADO,785731,10
114500293,845876619,Bryan Martins,Eloah Pinto,M,1997-05-07,970.453.126-52,ida-rocha@bol.com.br,315098939,iPYN$wl0(5,63322502,20505,26034,800,2024-02-22,2020-03-31,7,a,5,1,6424,51,47,DESLIGADO,174171,1
997959182,648935897,Vicente Oliveira,Giovanna Martins,M,1995-03-25,910.543.786-57,luiza11@bol.com.br,406008431,XYY6)NUm$5,76729047,41060,31710,800,2023-01-19,2023-05-09,8,neque,3,3,8556,74,100,CONCLUÍDO,265164,3
756575342,505517368,Luiz Gustavo Ferreira,Ana Vitória Pereira,M,1998-07-07,207.569.431-16,almeidaisabella@ig.com.br,955474562,_p8JfP_IO@,19279512,33336,94882,1200,2022-11-05,2021-12-01,6,nulla,3,2,6756,69,80,DESLIGADO,433768,9
438894437,241265444,Levi Campos,Heloísa Novaes,F,2006-06-12,785.209.436-83,bryancaldeira@ig.com.br,968886317,j*#7g)QflZ,57625460,86447,13024,1200,2023-07-28,2023-11-25,10,quo,2,1,9724,30,45,CONCLUÍDO,774443,6
211134094,468437617,Srta. Ana Luiza Azevedo,Mariane Gomes,M,2004-07-01,230.768.591-02,alanalopes@nogueira.com,707857338,0)0(QxIg&r,62790012,12826,34729,1000,2025-01-28,2025-01-30,4,aperiam,5,1,9102,66,92,CONCLUÍDO,275283,12
728905203,336179363,Bernardo Nunes,Srta. Fernanda Cardoso,M,2004-12-18,507.169.483-20,anacardoso@uol.com.br,901753984,@5Yv*3sU_D,33675980,64006,15138,1200,2021-06-26,2022-11-27,9,adipisci,2,1,7102,66,94,DESLIGADO,910062,3
917563155,423359571,Manuela Jesus,Maria Sophia da Cruz,M,2002-11-20,208.934.517-97,barbarabarbosa@hotmail.com,556599668,9W6ExWu&a_,45885298,59327,34551,1600,2024-11-05,2022-05-17,4,ex,2,2,5508,40,33,CONCLUÍDO,133077,1
910429997,193264795,Levi Cardoso,Lavínia Duarte,M,2001-03-06,470.213.685-26,vieiratheo@hotmail.com,890299624,AQ+4PUsmiJ,15373885,27827,32070,1200,2024-01-11,2025-05-23,4,laudantium,4,1,7603,79,34,TRANCADO,277396,6
328033814,420558187,Isabella Silva,Esther Lopes,F,1994-10-03,970.812.635-77,theoaraujo@hotmail.com,942670003,ub%8igNybW,55122938,63172,54186,1600,2024-04-28,2024-04-03,8,architecto,4,2,7988,31,40,CONCLUÍDO,143373,2
934677368,849355816,Vitor Rodrigues,Milena Alves,F,2005-02-14,520.398.146-98,rezendecatarina@uol.com.br,628771442,*@bOe!o40@,84997952,76466,38209,800,2025-01-02,2023-07-07,4,eos,5,3,5873,39,95,CONCLUÍDO,823340,6
